-2.038157454533500168e+00,-7.284806680337009288e-01,1.958892838723049978e+00,-1.831354255809129750e-01,5.808700668130278855e-01,2.659130937167180075e-01,-1.394816462737669960e-01,-1.366207544573279919e-01,-1.100635717789209878e+00,1.088290499877129891e+00,7.703623904653380539e-01,1.534450303018169981e-01,2.907053286374279844e-01,-3.830096167649679750e-01,2.251176357906310155e-01,-1.096520686950730017e+00,-7.184826216655780806e-01,1.880113009467920149e+00,-4.893386565419319822e-01,-9.175449451997329531e-01,-6.068760436509109679e-01,-8.099156620466619882e-01,-1.057676980856080001e-01,6.319926214642690443e-01,2.003913431058229888e-01,-8.211781081967098883e-01,-4.906116274316020265e-01,1.599632020931309739e-01,-1.592071979605214627e-01
-4.696795224445040162e+00,2.693867478840080043e+00,-4.475132712591530115e+00,5.467684548778099618e+00,-1.556758075497580274e+00,-1.549420289042530152e+00,-4.104214872785259871e+00,5.539340754162930258e-01,-1.498468131074939924e+00,-4.594951762850089771e+00,5.275505850772540306e+00,-1.134902855009150002e+01,3.745492351039210188e-01,-8.138694884347730252e+00,5.485708941681339823e-01,-6.653594347413650745e+00,-1.024675540660009965e+01,-4.191066266554909880e+00,9.914861222572930455e-01,-1.589705486606109996e-01,5.738980811126510595e-01,-8.016277539815709618e-02,3.184078171481939945e-01,-2.458622026508529845e-01,3.382384315641410177e-01,3.227062139080329878e-02,-1.508457933632189940e+00,6.080746825901011121e-01,-4.724827133802747547e-01
-1.811461590905120156e+00,6.519029001498030107e-01,6.902682863029899751e-01,-2.653736320399339710e-01,3.713724449811980355e-01,-7.452568650435559272e-01,5.825249210486930229e-01,-8.820105022160660280e-01,1.498667244276540078e+00,6.386179558352190755e-01,-4.268415107825069832e-01,-4.797075762305229030e-01,-3.751046267682110052e-02,-2.371405064234759941e+00,5.435088433082461146e-01,5.420416851361800070e-01,1.354525837249729962e-02,6.049765338977260987e-01,-6.285067509468850178e-01,-5.889288394502979473e-01,3.415860863962680294e-02,7.998123520611000181e-01,-7.552657388368979596e-01,4.741237582167810022e-02,-2.181870516758919742e-01,3.116673072044210402e-01,-1.176037688304429896e+00,-2.526344211932959882e-01,-5.690316245625825359e-02
-1.913973286341110125e+01,9.286847359788659162e+00,-2.013499210485399971e+01,7.818673310025739731e+00,-1.565220767720630235e+01,-1.668347706943289932e+00,-2.134047809948030050e+01,6.418997011946999676e-01,-8.550110327000989940e+00,-1.664962815953990116e+01,4.818152447071080147e+00,-9.445314783087939148e+00,1.317056293323409788e+00,-7.243460974003779640e+00,8.309102910337979875e-01,-9.533257050393189047e+00,-1.875064114746739818e+01,-8.092648773405569429e+00,3.326758274970239793e+00,4.272034314693600177e-01,-2.182691945609550377e+00,5.205430723666421011e-01,-7.605564151887328483e-01,6.627666383972359299e-01,-9.484543062350330178e-01,1.217959258297930114e-01,-3.381842929356099869e+00,-1.256523621362580112e+00,2.123179836075922422e-01
-2.423534501657909956e+00,1.659092554080149773e+00,-3.071420549045210002e+00,2.588032647158890143e+00,1.135791169859159844e+00,-1.892387970088709848e+00,-2.588418176646440028e+00,-2.226592410592140414e+00,-1.670172757497540017e+00,-3.508924661893590091e+00,1.439322065700959774e+00,-1.959927496186229856e+00,7.674845524599541724e-01,-4.978118014385151113e+00,1.058565980378739946e+00,-9.974774513641799789e-01,-8.172614042006479673e-01,3.077976003569979913e-01,2.848453089179369888e-02,3.538982028092100274e-01,-9.341268248702858656e-01,9.220379180882620762e-01,-1.802550309447760180e-01,-2.817191181837510050e-01,2.992850241050030169e-01,-2.638013303495340134e-01,1.501559430310140109e-01,2.921121664656480266e-01,-4.270088143451261642e-01
-6.026990761837110355e+00,-5.368440318787030208e+00,1.389624733989379912e+00,-2.837404434924160057e-01,1.565184622856050201e+00,-6.348464430794209523e-01,-1.486809504770790102e+00,-2.882256962050869786e-01,8.378110977250708968e-01,1.582797310977200000e+00,1.521852206818250064e+00,2.370598804922169900e-01,-3.275411524977699940e-01,-1.371539178977560169e+00,-6.742084894630460123e-01,9.238592529717059021e-01,5.059092942076439670e-01,-2.230768582781330167e+00,3.225090970752619857e-01,-2.664801251679230099e+00,-1.091147185948609932e+00,3.031413837162439395e-01,-2.227436261891150071e+00,4.924654865511410295e-02,8.871565702406079834e-02,-1.946527205841470098e-01,1.567385715462379814e+00,2.075599413748010214e-01,2.299026612098855615e+00
1.105587351618379843e+00,1.759161806349330004e-01,4.289287357597020289e-01,1.277037519820990008e+00,-3.861045362446720308e-02,1.650031781164010003e-01,2.062613181388520123e-02,9.318285762289769958e-02,-6.751611785938090027e-02,2.109036875991670071e-02,1.269992831989499971e+00,1.561485054379379678e+00,4.327132641643839928e-01,1.355217866617430267e-01,-8.640224635702280498e-01,-5.550433839193430474e-01,-2.488022246976409960e-02,-5.593954880351120762e-01,-8.426727793685670487e-02,-1.197768315853999926e-01,-3.755350794968320000e-02,1.038532168432069885e-01,-9.024948009923229597e-02,5.684276046468009908e-02,6.521458137762379259e-01,-3.331949075175020258e-01,3.862322321978030326e-02,8.750675572928530432e-03,-3.884367665090690536e-01
9.091238386912310343e-01,1.337657824441439880e+00,-4.484727667460639111e+00,3.245357645128379875e+00,-4.178087761490920093e-01,-7.621186841494860253e-01,-2.506348775277599916e+00,6.941639492236749698e-01,-4.675558837537709400e-01,-4.565260095437199794e+00,3.612645346374289801e+00,-3.171936611785490356e+00,-4.000458185650629384e-01,-8.569454154720990147e+00,-1.614831207143450076e+00,-2.388207562492219882e+00,-2.577464434223729839e+00,9.267867054011079408e-02,9.824201289011659510e-02,4.455733841281960261e-01,5.868291625001820222e-01,5.940775447321199332e-01,-2.521203112269390090e-01,3.254388278760109721e-01,5.627656763596470268e-01,-2.562781848688860387e-01,6.526738067827090317e-01,3.198792280079439387e-01,-1.401169712396302391e-01
-4.617217204155809718e+00,1.695693653466559869e+00,-3.114372200794910395e+00,4.328198552981779912e+00,-1.873256990865269866e+00,-9.899081355382628455e-01,-4.577264626580380025e+00,4.722161584519000144e-01,4.720169533776459869e-01,-5.576022636424150747e+00,4.802322761250890082e+00,-1.083316446931400101e+01,1.043038756985750076e-01,-9.405423061609859303e+00,-8.074778686604699995e-01,-7.552342203507469875e+00,-9.802561790391200347e+00,-4.120628834665519769e+00,1.740507290361959836e+00,-3.904593433841860306e-02,4.818296972400670231e-01,1.460230564459479852e-01,1.170385275490649912e-01,-2.175645988396599784e-01,-1.387760437065630181e-01,-4.244528810682750564e-01,-1.002041425972270083e+00,8.907802879706550048e-01,-4.670982904589977558e-01
3.164590004449819860e-01,3.809075946678289970e+00,-5.615159011194569949e+00,6.047445102164779485e+00,1.554025956925719987e+00,-2.651353112013700386e+00,-7.465792731002220961e-01,5.558631125292520098e-02,-2.678678542239899762e+00,-4.959492911614959532e+00,6.439053351583729601e+00,-7.520117392887030405e+00,3.863516674107699833e-01,-9.252307247475130225e+00,-1.365188415020510027e+00,-5.023621906181640062e-01,7.844265981542740684e-01,1.494304607438379895e+00,-1.808012158673570235e+00,3.883074282389269993e-01,2.088283690016739802e-01,-5.117466192007220638e-01,-5.838132208137231105e-01,-2.198450290914230054e-01,1.474752584406879841e+00,4.911919256560060565e-01,5.188682845772870644e-01,4.025280676723200224e-01,-4.675877834518410991e-01
